REC_ART;ONRP;BFSNR;PLZ_TYP;POSTLEITZAHL;PLZ_ZZ;GPLZ;ORTBEZ18;ORTBEZ27;KANTON;SPRACHCODE;SPRACHCODE_ ABW;BRIEFZ_DURCH;GILT_AB_DAT;PLZ_BRIEFZUST;PLZ_COFF;Geo Shape;Geokoordinaten
1;104;5586;20;1000;0;1000;Lausanne;Lausanne;VD;2;;130;1988-03-01;100060;N;;
1;106;5586;80;1000;2;1000;Lausanne 2;Lausanne 2;VD;2;;149;1986-05-21;100200;;;
1;114;5586;30;1000;12;1000;Lausanne 12;Lausanne 12;VD;2;;114;1994-06-21;100012;;;
1;117;5586;30;1000;16;1000;Lausanne 16;Lausanne 16;VD;2;;117;1986-05-21;100016;;;
1;122;5586;30;1000;22;1000;Lausanne 22;Lausanne 22;VD;2;;122;1986-05-21;100022;;;
1;124;5586;80;1000;24;1000;Lausanne 24;Lausanne 24 Vennes;VD;2;;130;1993-09-06;100060;;;
1;150;5586;20;1003;0;1000;Lausanne;Lausanne;VD;2;;130;1986-05-21;100060;J;;
1;152;5586;20;1005;0;1000;Lausanne;Lausanne;VD;2;;130;1986-05-21;100060;J;;
1;157;5590;10;1009;0;1000;Pully;Pully;VD;2;;130;1996-06-10;100060;J;;
1;158;5586;20;1010;0;1000;Lausanne;Lausanne;VD;2;;130;1986-05-21;100060;J;;
1;160;5586;20;1012;0;1000;Lausanne;Lausanne;VD;2;;130;1986-05-21;100060;J;;
1;162;5586;40;1014;0;1000;Lausanne Adm cant;Lausanne Adm cant VD;VD;2;;130;1987-12-15;100060;;;
1;167;5591;80;1020;2;1020;Renens VD Village;Renens VD Village;VD;2;;167;1996-06-10;102002;;;
1;169;5583;20;1023;0;1023;Crissier;Crissier;VD;2;;7172;2001-09-12;102360;J;;
1;170;5635;10;1024;0;1024;Ecublens VD;Ecublens VD;VD;2;;7172;1986-05-21;102360;J;;
1;173;5633;30;1026;0;1026;Echandens-Denges;Echandens-Denges;VD;2;;173;1999-04-20;102600;;;
1;174;5638;20;1027;0;1027;Lonay;Lonay;VD;2;;6256;1993-04-27;111060;J;;
1;178;5624;10;1030;0;1030;Bussigny;Bussigny;VD;2;;7171;1989-03-08;103060;J;;
1;179;5592;10;1032;0;1032;Romanel-s-Lausanne;Romanel-sur-Lausanne;VD;2;;7497;1999-09-08;103360;J;;
1;182;5521;10;1037;0;1037;Etagnières;Etagnières;VD;2;;7497;1996-08-06;103360;J;;
1;185;5518;10;1040;0;1040;Echallens;Echallens;VD;2;;7670;1996-08-06;104060;J;;
1;195;5520;20;1417;2;1417;Epautheyres;Epautheyres;VD;2;;658;1990-05-01;144500;J;;
1;198;5661;20;1063;3;1063;Boulens;Boulens;VD;2;;7661;2001-08-13;151060;J;;
1;199;5540;20;1041;31;1041;Poliez-le-Grand;Poliez-le-Grand;VD;2;;7670;1996-08-06;104060;J;;
1;207;5501;20;1036;0;1036;Sullens;Sullens;VD;2;;7171;1988-05-29;103060;J;;
1;208;5511;10;1042;0;1042;Assens;Assens;VD;2;;7670;1996-08-06;104060;J;;
1;212;5903;20;1407;4;1407;Bioley-Magnoux;Bioley-Magnoux;VD;2;;6257;2000-06-01;140060;J;;
1;213;5513;20;1042;3;1042;Bioley-Orjulaz;Bioley-Orjulaz;VD;2;;7670;1999-12-09;104060;J;;
1;226;5588;10;1094;0;1094;Paudex;Paudex;VD;2;;7649;1986-05-21;109560;J;;
1;228;5613;10;1096;0;1096;Cully;Cully;VD;2;;7649;1986-05-21;109560;J;;
1;233;5804;20;1058;0;1058;Villars-Tiercelin;Villars-Tiercelin;VD;2;;217;1988-05-29;105500;J;;
1;237;5693;20;1063;0;1063;Chapelle-s-Moudon;Chapelle-sur-Moudon;VD;2;;7661;1989-08-18;151060;J;;
1;238;5693;20;1410;5;1410;St-Cierges;St-Cierges;VD;2;;7661;1988-05-29;151060;J;;
1;240;5799;20;1080;0;1080;Les Cullayes;Les Cullayes;VD;2;;8365;1988-05-29;160760;J;;
1;241;5792;10;1081;0;1081;Montpreveyres;Montpreveyres;VD;2;;243;1988-05-29;108800;J;;
1;246;5692;20;1509;0;1509;Vucherens;Vucherens;VD;2;;7661;1988-05-29;151060;J;;
1;248;5806;20;1076;0;1076;Ferlens VD;Ferlens VD;VD;2;;8365;1996-05-08;160760;J;;
1;254;5642;20;1110;0;1110;Morges;Morges;VD;2;;6256;1986-05-21;111060;J;;
1;255;5642;30;1110;1;1110;Morges 1;Morges 1;VD;2;;255;1986-05-21;111001;;;
1;260;5640;20;1167;0;1167;Lussy-sur-Morges;Lussy-sur-Morges;VD;2;;8008;1996-08-06;116260;J;;
1;263;5634;20;1125;0;1125;Monnaz;Monnaz;VD;2;;6256;1988-05-29;111060;J;;
1;264;5650;20;1126;0;1126;Vaux-sur-Morges;Vaux-sur-Morges;VD;2;;290;1992-06-18;114300;J;;
1;265;5629;20;1127;0;1127;Clarmont;Clarmont;VD;2;;290;1989-06-28;114300;J;;
1;267;5634;20;1113;0;1113;St-Saphorin-Morges;St-Saphorin-sur-Morges;VD;2;;290;1988-05-29;114300;J;;
1;268;5634;10;1114;0;1114;Colombier VD;Colombier VD;VD;2;;290;1988-05-29;114300;J;;
1;272;5499;20;1304;4;1304;Senarclens;Senarclens;VD;2;;9490;2001-03-01;130560;J;;
1;274;5645;20;1122;0;1122;Romanel-sur-Morges;Romanel-sur-Morges;VD;2;;6256;1996-08-06;111060;J;;
1;276;5484;20;1124;0;1124;Gollion;Gollion;VD;2;;6256;1988-05-29;111060;J;;
1;279;5653;20;1134;0;1134;Vufflens-Château;Vufflens-le-Château;VD;2;;6256;2001-07-01;111060;J;;
1;282;5655;20;1169;0;1169;Yens;Yens;VD;2;;8008;1988-05-29;116260;J;;
1;283;5652;20;1168;0;1168;Villars-sous-Yens;Villars-sous-Yens;VD;2;;8008;1988-05-29;116260;J;;
1;284;5423;20;1144;0;1144;Ballens;Ballens;VD;2;;290;1988-05-29;114300;J;;
1;285;5424;20;1149;0;1149;Berolle;Berolle;VD;2;;290;1988-05-29;114300;J;;
1;288;5494;20;1142;0;1142;Pampigny;Pampigny;VD;2;;290;1988-05-29;114300;J;;
1;290;5421;10;1143;0;1143;Apples;Apples;VD;2;;290;1986-05-21;114300;J;;
1;291;5425;10;1145;0;1145;Bière;Bière;VD;2;;290;1986-05-21;114300;J;;
1;295;5636;10;1163;0;1163;Etoy;Etoy;VD;2;;8008;1996-08-06;116260;J;;
1;306;5637;20;1175;0;1175;Lavigny;Lavigny;VD;2;;299;1988-05-29;117000;J;;
1;312;5857;20;1182;0;1182;Gilly;Gilly;VD;2;;7164;2001-09-06;119660;J;;
1;313;5853;10;1183;0;1183;Bursins;Bursins;VD;2;;7164;1988-05-29;119660;J;;
1;315;5858;20;1184;0;1184;Luins;Luins;VD;2;;7164;1988-05-29;119660;J;;
1;317;5856;20;1186;0;1186;Essertines-Rolle;Essertines-sur-Rolle;VD;2;;7669;1988-05-29;118060;J;;
1;318;5436;20;1187;0;1187;St-Oyens;St-Oyens;VD;2;;7164;1988-05-29;119660;J;;
1;319;5437;20;1189;0;1189;Saubraz;Saubraz;VD;2;;7164;1994-12-05;119660;J;;
1;324;5725;10;1197;0;1197;Prangins;Prangins;VD;2;;473;1986-05-21;126060;J;;
1;333;6621;80;1200;4;1200;Genève 4;Genève 4;GE;2;;356;1993-09-09;120060;;;
1;336;6621;80;1200;7;1200;Genève 7;Genève 7;GE;2;;356;1986-05-21;120060;;;
1;339;6621;80;1200;11;1200;Genève 11;Genève 11;GE;2;;356;1986-05-21;120060;;;
1;341;6621;80;1200;13;1200;Genève 13;Genève 13;GE;2;;356;1986-05-21;120060;;;
1;345;6621;80;1200;19;1200;Genève 19;Genève 19;GE;2;;356;1988-06-01;120060;;;
1;347;6621;80;1200;21;1200;Genève 21;Genève 21;GE;2;;356;1988-12-15;120060;;;
1;358;6621;80;1200;70;1200;Genève Dist Ba;Genève Dist Ba;GE;2;;358;1998-11-23;120070;;;
1;371;6621;20;1205;0;1200;Genève;Genève;GE;2;;356;1986-05-21;120060;J;;
1;380;6621;30;1211;1;1200;Genève 1;Genève 1;GE;2;;380;1999-09-23;121101;;;
1;382;6621;30;1211;3;1200;Genève 3;Genève 3;GE;2;;382;1999-09-23;121103;;;
1;384;6621;30;1211;6;1200;Genève 6;Genève 6;GE;2;;384;1999-09-23;121106;;;
1;386;6621;30;1211;8;1200;Genève 8;Genève 8;GE;2;;386;1986-05-21;121108;;;
1;395;6621;30;1211;19;1200;Genève 19;Genève 19;GE;2;;395;1986-05-21;121119;;;
1;403;6634;30;1211;27;1200;Genève 27;Genève 27;GE;2;;403;1996-10-15;121127;;;
1;416;6628;30;1213;1;1213;Petit-Lancy 1;Petit-Lancy 1;GE;2;;416;1996-06-10;121301;;;
1;418;6631;20;1213;3;1213;Onex;Onex;GE;2;;7166;1996-06-10;121360;J;;
1;423;6630;20;1216;0;1216;Cointrin;Cointrin;GE;2;;7165;1996-06-10;121860;J;;
1;428;6623;10;1218;0;1218;Le Grand-Saconnex;Le Grand-Saconnex;GE;2;;7165;1996-06-10;121860;J;;
1;430;6643;20;1219;10;1219;Aïre;Aïre;GE;2;;7167;1996-06-10;121960;J;;
1;432;6643;20;1219;12;1219;Châtelaine;Châtelaine;GE;2;;7167;1996-06-10;121960;J;;
1;439;6612;10;1224;0;1224;Chêne-Bougeries;Chêne-Bougeries;GE;2;;7163;1996-06-10;122560;J;;
1;440;6613;10;1225;0;1225;Chêne-Bourg;Chêne-Bourg;GE;2;;7163;1996-06-10;122560;J;;
1;448;6612;20;1231;0;1231;Conches;Conches;GE;2;;7163;1996-06-10;122560;J;;
1;455;6615;20;1239;0;1239;Collex;Collex;GE;2;;7169;1996-08-06;129060;J;;
1;456;6636;20;1241;0;1241;Puplinge;Puplinge;GE;2;;7163;1993-08-05;122560;J;;
1;458;6635;20;1243;0;1243;Presinge;Presinge;GE;2;;7163;2001-08-13;122560;J;;
1;460;6616;20;1245;0;1245;Collonge-Bellerive;Collonge-Bellerive;GE;2;;7741;1986-05-21;122260;J;;
1;462;6602;20;1247;0;1247;Anières;Anières;GE;2;;7741;1986-05-21;122260;J;;
1;464;6624;20;1251;0;1251;Gy;Gy;GE;2;;7163;1986-05-21;122560;J;;
1;468;6645;10;1255;0;1255;Veyrier;Veyrier;GE;2;;7162;1986-05-21;122760;J;;
1;472;5724;20;1260;0;1260;Nyon;Nyon;VD;2;;473;1994-12-21;126060;J;;
1;473;5724;80;1260;60;1260;Nyon 1 Dist;Nyon 1 Distribution;VD;2;;473;1999-04-08;126060;;;
1;479;5726;20;1278;0;1278;La Rippe;La Rippe;VD;2;;484;1996-08-06;127600;J;;
1;487;5718;10;1272;0;1272;Genolier;Genolier;VD;2;;7164;1996-08-06;119660;J;;
1;493;5703;20;1269;0;1269;Bassins;Bassins;VD;2;;7164;1996-08-06;119660;J;;
1;494;5429;20;1261;35;1261;Longirod;Longirod;VD;2;;7164;1986-05-21;119660;J;;
1;504;5704;10;1268;0;1268;Begnins;Begnins;VD;2;;7164;1993-06-18;119660;J;;
1;506;6637;20;1281;0;1281;Russin;Russin;GE;2;;7168;2001-08-13;121760;J;;
1;507;6620;20;1283;1;1283;Dardagny;Dardagny;GE;2;;7168;2001-08-13;121760;J;;
1;508;6620;20;1283;0;1283;La Plaine;La Plaine;GE;2;;7168;1986-05-21;121760;J;;
1;510;6604;10;1285;0;1285;Athenaz (Avusy);Athenaz (Avusy);GE;2;;7166;1996-08-06;121360;J;;
1;511;6639;20;1286;0;1286;Soral;Soral;GE;2;;7166;1996-08-06;121360;J;;
1;522;5712;10;1296;0;1296;Coppet;Coppet;VD;2;;8398;1986-05-21;129660;J;;
1;525;5713;10;1299;0;1299;Crans VD;Crans VD;VD;2;;523;1986-05-21;129700;J;;
1;529;5481;20;1304;2;1304;Dizy;Dizy;VD;2;;9490;1995-10-26;130560;J;;
1;530;5487;20;1307;0;1307;Lussery-Villars;Lussery-Villars;VD;2;;9490;1999-02-11;130560;J;;
1;531;5495;10;1305;0;1305;Penthalaz;Penthalaz;VD;2;;9490;1996-08-06;130560;J;;
1;538;5744;10;1338;0;1338;Ballaigues;Ballaigues;VD;2;;535;1986-05-21;133700;J;;
1;542;5871;20;1344;0;1344;L'Abbaye;L'Abbaye;VD;2;;8219;1988-05-29;134760;J;;
1;543;5871;10;1342;0;1342;Le Pont;Le Pont;VD;2;;8219;1986-05-21;134760;J;;
1;546;5872;10;1347;0;1347;Le Sentier;Le Sentier;VD;2;;8219;1998-09-11;134760;J;;
1;550;5872;20;1348;0;1348;Le Brassus;Le Brassus;VD;2;;8219;1997-08-18;134760;J;;
1;553;5480;10;1306;0;1306;Daillens;Daillens;VD;2;;9490;1996-08-06;130560;J;;
1;557;5483;20;1313;0;1313;Ferreyres;Ferreyres;VD;2;;9490;1998-08-18;130560;J;;
1;558;5490;20;1148;8;1148;Moiry VD;Moiry VD;VD;2;;290;1999-03-18;114300;J;;
1;562;5748;20;1329;0;1329;Bretonnières;Bretonnières;VD;2;;7240;1995-06-21;135060;J;;
1;563;5752;20;1322;0;1322;Croy;Croy;VD;2;;566;1988-05-29;132500;J;;
1;565;5759;20;1324;0;1324;Premier;Premier;VD;2;;566;1999-05-05;132500;J;;
1;575;5747;20;1353;0;1353;Bofflens;Bofflens;VD;2;;7240;1988-05-29;135060;J;;
1;583;5749;10;1373;0;1373;Chavornay;Chavornay;VD;2;;7240;1993-02-16;135060;J;;
1;608;5530;20;1416;0;1416;Pailly;Pailly;VD;2;;658;2000-05-27;144500;J;;
1;609;5539;10;1418;0;1418;Vuarrens;Vuarrens;VD;2;;658;1988-05-29;144500;J;;
1;611;5557;20;1421;0;1421;Fontaines-Grandson;Fontaines-sur-Grandson;VD;2;;658;1995-09-11;144500;J;;
1;619;5913;20;1407;0;1407;Donneloye;Donneloye;VD;2;;6257;1989-06-01;140060;J;;
1;620;5913;20;1408;0;1408;Prahins;Prahins;VD;2;;6257;1995-01-12;140060;J;;
1;633;5561;10;1422;0;1422;Grandson;Grandson;VD;2;;6257;1996-11-05;140060;J;;
1;636;5565;10;1425;0;1425;Onnens VD;Onnens VD;VD;2;;658;1986-05-21;144500;J;;
1;638;5555;20;1426;1;1426;Corcelles-Concise;Corcelles-près-Concise;VD;2;;658;1996-06-10;144500;J;;
1;644;5929;10;1433;0;1433;Suchy;Suchy;VD;2;;658;1998-10-30;144500;J;;
1;649;5930;20;1437;0;1437;Suscévaz;Suscévaz;VD;2;;658;2000-02-01;144500;J;;
1;659;5745;10;1446;0;1446;Baulmes;Baulmes;VD;2;;658;1986-05-21;144500;J;;
1;672;5928;20;1463;0;1463;Rovray;Rovray;VD;2;;6257;1993-12-27;140060;J;;
1;682;2055;20;1474;0;1474;Châbles FR;Châbles FR;FR;2;;726;1996-09-04;153200;J;;
1;694;2050;20;1484;0;1484;Aumont;Aumont;FR;2;;726;1999-01-27;153200;J;;
1;695;2035;20;1485;0;1485;Nuvilly;Nuvilly;FR;2;;726;2001-09-06;153200;J;;
1;698;5828;20;1538;0;1538;Treytorrens-Payern;Treytorrens (Payerne);VD;2;;726;2001-09-06;153200;J;;
1;705;5665;20;1512;0;1512;Chavannes-s-Moudon;Chavannes-sur-Moudon;VD;2;;7661;1993-09-28;151060;J;;
1;707;5663;20;1514;0;1514;Bussy-sur-Moudon;Bussy-sur-Moudon;VD;2;;7661;2000-04-01;151060;J;;
1;708;5675;20;1522;9;1522;Oulens-sur-Lucens;Oulens-sur-Lucens;VD;2;;7661;1999-11-22;151060;J;;
1;712;5675;10;1522;0;1522;Lucens;Lucens;VD;2;;7661;1988-12-01;151060;J;;
1;716;2044;20;1527;0;1527;Villeneuve FR;Villeneuve FR;FR;2;;726;2001-07-01;153200;J;;
1;717;2044;20;1528;0;1528;Surpierre;Surpierre;FR;2;;726;1996-09-04;153200;J;;
1;728;5831;20;1534;0;1534;Sassel;Sassel;VD;2;;726;1996-09-04;153200;J;;
1;729;5831;20;1536;0;1536;Combremont-Petit;Combremont-le-Petit;VD;2;;726;1996-09-04;153200;J;;
1;735;5813;20;1545;0;1545;Chevroux;Chevroux;VD;2;;726;1996-09-04;153200;J;;
1;736;5822;20;1551;0;1551;Vers-chez-Perrin;Vers-chez-Perrin;VD;2;;726;1996-09-04;153200;J;;
1;737;5827;20;1552;0;1552;Trey;Trey;VD;2;;726;1996-09-04;153200;J;;
1;739;5830;20;1554;0;1554;Sédeilles;Sédeilles;VD;2;;726;1996-09-04;153200;J;;
1;744;5816;10;1562;0;1562;Corcelles-Payerne;Corcelles-près-Payerne;VD;2;;726;1996-09-04;153200;J;;
1;746;2053;10;1564;0;1564;Domdidier;Domdidier;FR;2;;7660;1996-09-04;158060;J;;
1;753;2051;20;1567;0;1567;Delley;Delley;FR;2;;726;1996-09-04;153200;J;;
1;759;2254;20;1583;0;1583;Villarepos;Villarepos;FR;2;;7660;1996-09-04;158060;J;;
1;766;5464;20;1587;0;1587;Montmagny;Montmagny;VD;2;;7660;2001-08-01;158060;J;;
1;767;5464;20;1589;0;1589;Chabrey;Chabrey;VD;2;;7660;1996-09-19;158060;J;;
1;768;5464;20;1587;1;1587;Constantine;Constantine;VD;2;;7660;2001-08-01;158060;J;;
1;779;5805;20;1610;1;1610;Châtillens;Châtillens;VD;2;;8365;1999-08-09;160760;J;;
1;788;5601;10;1071;0;1071;Chexbres;Chexbres;VD;2;;8356;2000-05-01;107160;J;;
1;789;5604;10;1072;0;1072;Forel (Lavaux);Forel (Lavaux);VD;2;;789;2000-05-01;107200;J;;
1;792;2323;10;1615;0;1615;Bossonnens;Bossonnens;FR;2;;8038;1986-05-21;161860;J;;
1;800;2338;20;1624;0;1624;La Verrerie;La Verrerie;FR;2;;8038;1996-09-03;161860;J;;
1;802;2160;10;1628;0;1628;Vuadens;Vuadens;FR;2;;7403;1999-08-23;163060;J;;
1;803;2125;10;1630;0;1630;Bulle;Bulle;FR;2;;7403;1996-12-16;163060;J;;
1;809;2122;20;1643;0;1643;Gumefens;Gumefens;FR;2;;7403;1996-09-03;163060;J;;
1;810;2122;20;1644;0;1644;Avry-devant-Pont;Avry-devant-Pont;FR;2;;7403;1996-09-03;163060;J;;
1;812;2131;20;1646;0;1646;Echarlens;Echarlens;FR;2;;7403;2000-03-01;163060;J;;
1;813;2129;20;1647;0;1647;Corbières;Corbières;FR;2;;831;2001-08-13;163500;J;;
1;821;2123;20;1652;0;1652;Botterens;Botterens;FR;2;;831;1996-09-03;163500;J;;
1;822;2143;20;1638;0;1638;Morlon;Morlon;FR;2;;7403;1996-09-03;163060;J;;
1;832;2124;10;1636;0;1636;Broc;Broc;FR;2;;831;1996-09-03;163500;J;;
1;839;2162;20;1667;0;1667;Enney;Enney;FR;2;;831;1996-09-03;163500;J;;
1;841;2121;10;1669;0;1669;Albeuve;Albeuve;FR;2;;831;1996-09-03;163500;J;;
1;842;2135;10;1663;0;1663;Gruyères;Gruyères;FR;2;;831;1996-09-03;163500;J;;
1;845;2134;20;1666;0;1666;Grandvillard;Grandvillard;FR;2;;831;1996-09-03;163500;J;;
1;856;2102;20;1675;0;1675;Vauderens;Vauderens;FR;2;;7663;1989-06-01;168060;J;;
1;860;2097;20;1673;0;1673;Promasens;Promasens;FR;2;;7663;1989-06-01;168060;J;;
1;880;5683;20;1682;0;1682;Prévonloup;Prévonloup;VD;2;;7663;1996-09-04;168060;J;;
1;883;2114;20;1694;3;1694;Orsonnens;Orsonnens;FR;2;;7663;1996-09-05;168060;J;;
1;890;2079;20;1686;0;1686;Grangettes-Romont;Grangettes-près-Romont;FR;2;;7663;1996-09-04;168060;J;;
1;892;2113;20;1688;0;1688;Sommentier;Sommentier;FR;2;;7663;1996-09-04;168060;J;;
1;896;2113;10;1687;0;1687;Vuisternens-Romont;Vuisternens-devant-Romont;FR;2;;7663;1996-09-04;168060;J;;
1;909;5805;20;1608;0;1608;Oron-le-Châtel;Oron-le-Châtel;VD;2;;8365;1989-06-01;160760;J;;
1;911;2338;20;1611;0;1611;Le Crêt-p-Semsales;Le Crêt-près-Semsales;FR;2;;8038;2001-09-06;161860;J;;
1;912;2113;20;1697;0;1697;La Joux FR;La Joux FR;FR;2;;7663;1996-09-05;168060;J;;
1;913;2337;20;1699;3;1699;Bouloz;Bouloz;FR;2;;7663;1988-05-29;168060;J;;
1;916;2196;20;1700;0;1700;Fribourg;Fribourg;FR;2;1;926;1996-09-05;170060;J;;
1;917;2196;80;1700;1;1700;Fribourg 1;Fribourg 1;FR;2;;926;1996-09-05;170060;;;
1;925;2198;10;1763;0;1763;Granges-Paccot;Granges-Paccot;FR;2;;926;1999-11-26;170060;J;;
1;960;2306;10;1715;0;1715;Alterswil FR;Alterswil FR;FR;1;;956;1996-09-05;171200;J;;
1;978;2233;10;1725;0;1725;Posieux;Posieux;FR;2;;983;1996-09-05;172600;J;;
1;983;2236;10;1726;0;1726;Farvagny-le-Grand;Farvagny-le-Grand;FR;2;;983;1996-09-05;172600;J;;
1;986;2237;10;1746;0;1746;Prez-vers-Noréaz;Prez-vers-Noréaz;FR;2;;5805;1996-09-05;175402;J;;
1;987;2237;20;1747;0;1747;Corserey;Corserey;FR;2;;5805;1996-09-05;175402;J;;
1;989;2115;20;1749;0;1749;Middes;Middes;FR;2;;5805;1996-09-05;175402;J;;
1;992;2177;10;1744;0;1744;Chénens;Chénens;FR;2;;5805;1996-09-05;175402;J;;
1;993;2234;10;1745;0;1745;Lentigny;Lentigny;FR;2;;5805;1996-09-05;175402;J;;
1;995;2236;20;1695;3;1695;Estavayer-Gibloux;Estavayer-le-Gibloux;FR;2;;983;2001-01-03;172600;J;;
1;998;2228;30;1752;1;1752;Villars-Glâne 1;Villars-sur-Glâne 1;FR;2;;998;1996-09-05;175201;;;
1;1004;2234;20;1756;0;1756;Onnens FR;Onnens FR;FR;2;;5805;1996-09-05;175402;J;;
1;1007;2117;10;1690;0;1690;Villaz-St-Pierre;Villaz-St-Pierre;FR;2;;7663;1997-02-25;168060;J;;
1;1015;2029;20;1774;0;1774;Cousset;Cousset;FR;2;;5805;1996-09-05;175402;J;;
1;1017;2029;20;1776;0;1776;Montagny-la-Ville;Montagny-la-Ville;FR;2;;5805;1996-09-05;175402;J;;
1;1022;669;20;1797;0;1797;Münchenwiler;Münchenwiler;BE;1;;7220;1996-09-05;328060;J;;
1;1023;2275;20;1794;0;1794;Salvenach;Salvenach;FR;1;;1885;1996-09-05;321200;J;;
1;1024;2275;20;1793;0;1793;Jeuss;Jeuss;FR;1;;1885;1996-09-05;321200;J;;
1;1038;2257;10;1785;0;1785;Cressier FR;Cressier FR;FR;2;;1037;1996-09-05;178400;J;;
1;1044;5890;30;1800;1;1800;Vevey 1;Vevey 1;VD;2;;1044;1993-09-09;180001;;;
1;1050;5882;10;1801;0;1801;Le Mont-Pèlerin;Le Mont-Pèlerin;VD;2;;1046;1988-05-29;180060;J;;
1;1051;5884;20;1808;0;1808;Monts-de-Corsier;Les Monts-de-Corsier;VD;2;;1046;1998-12-14;180060;J;;
1;1052;5884;20;1809;0;1809;Fenil-sur-Corsier;Fenil-sur-Corsier;VD;2;;1046;1989-01-01;180060;J;;
1;1053;5883;20;1802;0;1802;Corseaux;Corseaux;VD;2;;1046;1996-06-10;180060;J;;
1;1055;5884;10;1804;0;1804;Corsier-sur-Vevey;Corsier-sur-Vevey;VD;2;;1046;1996-06-10;180060;J;;
1;1057;5888;20;1806;0;1806;St-Légier-Chiésaz;St-Légier-La Chiésaz;VD;2;;7856;1993-03-19;180660;J;;
1;1061;5610;20;1071;2;1071;St-Saphorin-Lavaux;St-Saphorin (Lavaux);VD;2;;8356;1986-05-21;107160;J;;
1;1062;5889;10;1814;0;1814;La Tour-de-Peilz;La Tour-de-Peilz;VD;2;;1046;1986-05-21;180060;J;;
1;1064;5886;20;1816;0;1816;Chailly-Montreux;Chailly-Montreux;VD;2;;8175;1986-05-21;181660;J;;
1;1068;5886;30;1820;2;1820;Montreux 2;Montreux 2;VD;2;;1068;1986-05-21;182002;;;
1;1071;5886;80;1820;60;1820;Montreux 1 Dist;Montreux 1 Distribution;VD;2;;1071;1999-04-08;182060;;;
1;1081;5841;20;1660;3;1660;L'Etivaz;L'Etivaz;VD;2;;1088;1997-03-03;166000;J;;
1;1084;5886;20;1833;0;1833;Les Avants;Les Avants;VD;2;;8175;1986-05-21;181660;J;;
1;1086;2121;20;1669;5;1669;Montbovon;Montbovon;FR;2;;831;1996-09-03;163500;J;;
1;1087;5842;20;1658;0;1658;Rossinière;Rossinière;VD;2;;1088;1996-09-03;166000;J;;
1;1088;5841;10;1660;0;1660;Château-d'Oex;Château-d'Oex;VD;2;;1088;1996-09-03;166000;J;;
1;1089;5843;10;1659;0;1659;Rougemont;Rougemont;VD;2;;1088;1996-09-03;166000;J;;
1;1090;5414;10;1844;0;1844;Villeneuve VD;Villeneuve VD;VD;2;;1071;1998-09-10;182060;J;;
1;1092;5408;20;1845;0;1845;Noville;Noville;VD;2;;8175;1986-05-21;181660;J;;
1;1093;5403;20;1846;0;1846;Chessel;Chessel;VD;2;;8175;1996-09-03;181660;J;;
1;1103;5404;20;1856;0;1856;Corbeyrier;Corbeyrier;VD;2;;7170;1996-09-03;186060;J;;
1;1104;5410;20;1862;2;1862;La Comballaz;La Comballaz;VD;2;;8357;1998-08-18;185460;J;;
1;1110;5411;20;1864;0;1864;Vers-l'Eglise;Vers-l'Eglise;VD;2;;8357;1996-09-03;185460;J;;
1;1111;5411;10;1865;0;1865;Les Diablerets;Les Diablerets;VD;2;;8357;1996-09-03;185460;J;;
1;1112;5409;10;1867;0;1867;Ollon VD;Ollon VD;VD;2;;7170;1996-09-03;186060;J;;
1;1113;6152;10;1868;0;1868;Collombey;Collombey;VS;2;;1113;1996-09-03;186800;J;;
1;1129;5402;20;1880;2;1880;Frenières-sur-Bex;Frenières-sur-Bex;VD;2;;7666;1999-09-22;188060;J;;
1;1134;5409;10;1884;0;1884;Villars-sur-Ollon;Villars-sur-Ollon;VD;2;;7666;1996-09-03;188060;J;;
1;1142;6154;20;1897;3;1897;Les Evouettes;Les Evouettes;VS;2;;1113;2000-04-01;186800;J;;
1;1144;5406;20;1892;0;1892;Lavey-Village;Lavey-Village;VD;2;;1136;1997-02-25;189000;J;;
1;1145;6152;10;1893;0;1893;Muraz (Collombey);Muraz (Collombey);VS;2;;1113;1996-09-03;186800;J;;
1;1147;6159;20;1896;2;1896;Miex;Miex;VS;2;;1113;1996-09-03;186800;J;;
1;1148;6154;10;1897;0;1897;Bouveret;Bouveret;VS;2;;1113;1996-09-03;186800;J;;
1;1149;6155;10;1898;0;1898;St-Gingolph;St-Gingolph;VS;2;;1113;1996-09-03;186800;J;;
1;1150;6213;10;1902;0;1902;Evionnaz;Evionnaz;VS;2;;5637;1996-09-02;192060;J;;
1;1152;6219;10;1904;0;1904;Vernayaz;Vernayaz;VS;2;;5637;1996-09-02;192060;J;;
1;1159;6135;10;1911;0;1911;Ovronnaz;Ovronnaz;VS;2;;1158;1997-02-24;191200;J;;
1;1163;6022;10;1955;0;1955;Chamoson;Chamoson;VS;2;;8021;1999-03-17;196460;J;;
1;1167;6136;30;1920;1;1920;Martigny 1;Martigny 1;VS;2;;1167;1996-09-02;192001;;;
1;1173;6037;20;1927;0;1927;Chemin;Chemin;VS;2;;5637;1997-02-24;192060;J;;
1;1180;6133;10;1926;0;1926;Fully;Fully;VS;2;;8397;1997-02-24;192660;J;;
1;1184;6037;20;1941;0;1941;Vollèges;Vollèges;VS;2;;8355;1997-02-24;193460;J;;
1;1191;6034;20;1943;0;1943;Praz-de-Fort;Praz-de-Fort;VS;2;;1198;1997-02-24;193700;J;;
