REC_ART;ONRP;BFSNR;PLZ_TYP;POSTLEITZAHL;PLZ_ZZ;GPLZ;ORTBEZ18;ORTBEZ27;KANTON;SPRACHCODE;SPRACHCODE_ ABW;BRIEFZ_DURCH;GILT_AB_DAT;PLZ_BRIEFZUST;PLZ_COFF;Geo Shape;Geokoordinaten
1;5411;4606;20;9507;0;9507;Stettfurt;Stettfurt;TG;1;;8106;1997-04-11;954560;J;;
1;5413;4741;20;9508;0;9508;Weingarten-Kalth;Weingarten-Kalthäusern;TG;1;;8106;1998-12-14;954560;J;;
1;5415;4791;10;9514;0;9514;Wuppenau;Wuppenau;TG;1;;9739;1996-03-07;837060;J;;
1;5422;3426;20;9523;0;9523;Züberwangen;Züberwangen;SG;1;;9739;1996-03-07;837060;J;;
1;5424;3423;20;9525;0;9525;Lenggenwil;Lenggenwil;SG;1;;7708;2001-09-07;924060;J;;
1;5431;3405;10;9536;0;9536;Schwarzenbach SG;Schwarzenbach SG;SG;1;;9739;1996-03-07;837060;J;;
1;5436;4781;20;9546;0;9546;Tuttwil;Tuttwil;TG;1;;8106;1996-03-06;954560;J;;
1;5437;4551;20;9547;0;9547;Wittenwil;Wittenwil;TG;1;;8106;1996-07-12;954560;J;;
1;5440;4716;20;9553;0;9553;Bettwiesen;Bettwiesen;TG;1;;5446;1996-03-07;956200;J;;
1;5442;4776;10;9555;0;9555;Tobel;Tobel;TG;1;;5446;1999-06-14;956200;J;;
1;5456;3392;20;9602;2;9602;Müselbach;Müselbach;SG;1;;8393;1996-03-07;960260;J;;
1;5458;3394;10;9607;0;9607;Mosnang;Mosnang;SG;1;;5457;1996-03-07;960600;J;;
1;5460;3394;20;9612;0;9612;Dreien;Dreien;SG;1;;5457;1998-11-23;960600;J;;
1;5461;3394;20;9613;0;9613;Mühlrüti;Mühlrüti;SG;1;;5457;1996-03-07;960600;J;;
1;5462;3394;20;9614;0;9614;Libingen;Libingen;SG;1;;5457;1998-11-23;960600;J;;
1;5463;3395;20;9615;0;9615;Dietfurt;Dietfurt;SG;1;;5457;1999-12-22;960600;J;;
1;5468;3379;20;9622;0;9622;Krinau;Krinau;SG;1;;7709;1996-03-07;963060;J;;
1;5471;3372;10;9633;0;9633;Hemberg;Hemberg;SG;1;;5269;1986-05-21;912500;J;;
1;5473;3360;20;9643;0;9643;Krummenau;Krummenau;SG;1;;5475;1996-03-07;965000;J;;
1;5477;3360;20;9651;0;9651;Ennetbühl;Ennetbühl;SG;1;;5475;1996-09-12;965000;J;;
1;5478;3360;20;9655;0;9655;Stein SG;Stein SG;SG;1;;5475;1996-03-07;965000;J;;
1;5501;7301;80;6911;0;6911;Campione;Campione d'Italia;IT;3;;5501;1988-09-01;691100;;;
1;5502;7101;20;8238;0;8238;Büsingen;Büsingen;DE;1;;5502;1996-08-14;823800;J;;
1;5614;5489;20;1031;0;1031;Mex VD;Mex VD;VD;2;;7171;1989-11-13;103060;J;;
1;5617;5909;20;1400;5;1400;Cheseaux-Noréaz;Cheseaux-Noréaz;VD;2;;6257;1993-09-10;140060;J;;
1;5635;5729;20;1295;2;1295;Tannay;Tannay;VD;2;;8398;1988-06-01;129660;J;;
1;5637;6136;80;1920;60;1920;Martigny 1 Dist;Martigny 1 Distribution;VS;2;;5637;1999-04-08;192060;;;
1;5674;1508;20;6370;41;6370;Oberdorf NW;Oberdorf NW;NW;1;;8207;1996-08-06;637460;J;;
1;5682;592;20;3855;41;3855;Schwanden-Brienz;Schwanden b. Brienz;BE;1;;7676;1996-09-04;385560;J;;
1;5691;1059;40;6009;0;6000;Luzern;Luzern;LU;1;;7209;1988-06-01;601060;;;
1;5734;4121;40;5232;0;5232;Villigen PSI;Villigen PSI;AG;1;;3028;2000-04-01;530300;;;
1;5753;661;20;1595;2;1595;Clavaleyres;Clavaleyres;BE;1;;7660;1999-09-08;158060;J;;
1;5754;683;20;2735;3;2735;Champoz;Champoz;BE;2;;1523;1990-02-23;273200;J;;
1;5755;716;20;2715;2;2715;Monible;Monible;BE;2;;7656;1989-06-01;272060;J;;
1;5760;742;20;2572;2;2572;Mörigen;Mörigen;BE;1;;1416;1989-06-01;250060;J;;
1;5763;2053;20;1773;2;1773;Chandon;Chandon;FR;2;;5805;1996-09-05;175402;J;;
1;5764;2044;20;1534;2;1534;Chapelle (Broye);Chapelle (Broye);FR;2;;726;1996-09-04;153200;J;;
1;5766;2054;20;1475;2;1475;Forel FR;Forel FR;FR;2;;726;1996-09-04;153200;J;;
1;5768;2050;20;1483;2;1483;Frasses;Frasses;FR;2;;726;1996-09-04;153200;J;;
1;5769;2041;20;1566;2;1566;Les Friques;Les Friques;FR;2;;726;1996-09-04;153200;J;;
1;5770;2050;20;1484;2;1484;Granges-de-Vesin;Granges-de-Vesin;FR;2;;726;1999-01-18;153200;J;;
1;5771;2025;20;1470;2;1470;Lully FR;Lully FR;FR;2;;726;1998-02-25;153200;J;;
1;5772;2054;20;1475;3;1475;Montbrelloz;Montbrelloz;FR;2;;726;1996-09-04;153200;J;;
1;5774;2044;20;1528;2;1528;Praratoud;Praratoud;FR;2;;726;1989-09-27;153200;J;;
1;5775;2038;20;1410;4;1410;Prévondavaux;Prévondavaux;FR;2;;7661;1989-06-01;151060;J;;
1;5777;2025;20;1470;3;1470;Seiry;Seiry;FR;2;;726;1996-09-04;153200;J;;
1;5780;2011;20;1483;3;1483;Vesin;Vesin;FR;2;;726;1996-09-04;153200;J;;
1;5781;2087;20;1680;2;1680;Berlens;Berlens;FR;2;;7663;1996-09-04;168060;J;;
1;5783;2097;20;1675;2;1675;Blessens;Blessens;FR;2;;7663;1994-02-21;168060;J;;
1;5786;2113;20;1697;2;1697;Les Ecasseys;Les Ecasseys;FR;2;;7663;1996-09-05;168060;J;;
1;5788;2097;20;1673;2;1673;Gillarens;Gillarens;FR;2;;7663;1989-06-01;168060;J;;
1;5790;2113;20;1688;2;1688;Lieffrens;Lieffrens;FR;2;;7663;1996-09-04;168060;J;;
1;5794;2102;20;1674;3;1674;Morlens;Morlens;FR;2;;7663;1991-01-01;168060;J;;
1;5796;2113;20;1686;2;1686;La Neirigue;La Neirigue;FR;2;;7663;1996-09-04;168060;J;;
1;5797;2114;10;1694;2;1694;Villargiroud;Villargiroud;FR;2;;7663;1996-09-05;168060;J;;
1;5804;2235;20;1782;4;1782;La Corbaz;La Corbaz;FR;2;1;926;1996-09-05;170060;J;;
1;5807;2233;20;1730;0;1730;Ecuvillens;Ecuvillens;FR;2;;983;1996-09-05;172600;J;;
1;5808;2220;20;1724;2;1724;Essert FR;Essert FR;FR;2;;926;1996-09-05;170060;J;;
1;5819;2217;20;1772;2;1772;Ponthaux;Ponthaux;FR;2;;5805;1996-09-05;175402;J;;
1;5821;2236;20;1695;2;1695;Rueyres-St-Laurent;Rueyres-St-Laurent;FR;2;;983;1996-09-05;172600;J;;
1;5825;2220;20;1724;7;1724;Zénauva;Zénauva;FR;2;;926;1996-09-05;170060;J;;
1;5832;2299;20;1716;2;1716;Oberschrot;Oberschrot;FR;1;;962;1999-04-21;171600;J;;
1;5841;5475;20;1148;7;1148;Chavannes-Veyron;Chavannes-le-Veyron;VD;2;;290;1989-06-01;114300;J;;
1;5842;5488;20;1148;2;1148;Mauraz;Mauraz;VD;2;;290;1989-06-01;114300;J;;
1;5847;5540;20;1041;26;1041;Naz;Naz;VD;2;;7670;2001-09-07;104060;J;;
1;5850;5571;20;1423;3;1423;Romairon;Romairon;VD;2;;658;1989-06-01;144500;J;;
1;5851;5571;20;1423;4;1423;Vaugondry;Vaugondry;VD;2;;658;1989-06-01;144500;J;;
1;5852;5585;20;1008;2;1000;Jouxtens-Mézery;Jouxtens-Mézery;VD;2;;130;1995-11-24;100060;J;;
1;5856;5674;20;1682;2;1682;Lovatens;Lovatens;VD;2;;7663;1990-06-25;168060;J;;
1;5865;5805;20;1608;2;1608;Bussigny-sur-Oron;Bussigny-sur-Oron;VD;2;;8365;1989-06-01;160760;J;;
1;5867;5805;20;1607;3;1607;Les Tavernes;Les Tavernes;VD;2;;8365;1999-08-09;160760;J;;
1;5868;5805;20;1607;4;1607;Les Thioleyres;Les Thioleyres;VD;2;;8365;1999-08-09;160760;J;;
1;5876;5904;20;1436;2;1436;Chamblon;Chamblon;VD;2;;658;1996-08-06;144500;J;;
1;5881;5938;20;1432;2;1432;Gressy;Gressy;VD;2;;658;1989-06-01;144500;J;;
1;5885;5935;20;1404;2;1404;Villars-Epeney;Villars-Epeney;VD;2;;6257;1989-06-01;140060;J;;
1;5886;6417;20;2027;2;2027;Montalchez;Montalchez;NE;2;;1295;1996-09-10;202200;J;;
1;5890;6787;20;2933;2;2933;Damphreux;Damphreux;JU;2;;1605;1996-09-13;290060;J;;
1;5891;6810;20;2953;2;2953;Fregiécourt;Fregiécourt;JU;2;;1601;1996-09-13;295000;J;;
1;5910;540;20;3303;2;3303;Münchringen;Münchringen;BE;1;;1960;1995-09-04;332400;J;;
1;5920;622;20;3629;2;3629;Oppligen;Oppligen;BE;1;;2071;1996-02-09;367200;J;;
1;5923;734;20;3274;2;3274;Bühl BE;Bühl b. Aarberg;BE;1;;1416;1989-06-01;250060;J;;
1;5928;868;20;3629;3;3629;Jaberg;Jaberg;BE;1;;2071;1996-02-09;367200;J;;
1;5932;872;20;3116;3;3116;Noflen BE;Noflen BE;BE;1;;1817;1989-06-01;312600;J;;
1;5933;879;20;3128;2;3128;Rümligen;Rümligen;BE;1;;1817;1989-06-01;312600;J;;
1;5935;932;20;3623;2;3623;Horrenbach;Horrenbach;BE;1;;7330;1989-06-01;361260;J;;
1;5937;947;20;3645;2;3645;Zwieselberg;Zwieselberg;BE;1;;2101;1989-06-01;360060;J;;
1;5938;972;20;3376;2;3376;Berken;Berken;BE;1;;7276;1996-09-12;336060;J;;
1;5939;973;20;3366;2;3366;Bollodingen;Bollodingen;BE;1;;7276;1996-09-12;336060;J;;
1;5940;985;20;3367;2;3367;Ochlenberg;Ochlenberg;BE;1;;7276;1996-09-12;336060;J;;
1;5941;981;20;4704;2;4704;Wolfisberg;Wolfisberg;BE;1;;7181;1996-09-13;470260;J;;
1;5942;1030;20;6289;2;6289;Hämikon;Hämikon;LU;1;;3396;1989-06-01;628500;J;;
1;5944;1030;20;6284;2;6284;Sulz LU;Sulz LU;LU;1;;3396;1989-06-01;628500;J;;
1;5948;2276;20;3216;2;3216;Agriswil;Agriswil;FR;1;;7673;1989-06-01;321060;J;;
1;5953;2262;20;3212;2;3212;Kleingurmels;Kleingurmels;FR;1;;1885;1996-09-05;321200;J;;
1;5956;2465;20;4583;2;4583;Aetigkofen;Aetigkofen;SO;1;;2768;1996-09-13;458300;J;;
1;5961;2520;20;4566;2;4566;Halten;Halten;SO;1;;2761;1996-09-13;456600;J;;
1;5972;3619;20;7130;2;7130;Schnaus;Schnaus;GR;1;;8395;1991-09-18;713060;J;;
1;5977;4078;20;5619;2;5619;Uezwil;Uezwil;AG;1;;7197;1999-10-21;561060;J;;
1;5984;4232;20;5637;2;5637;Geltwil;Geltwil;AG;1;;7689;1997-12-11;563060;J;;
1;5986;4416;20;8580;7;8580;Hefenhofen;Hefenhofen;TG;1;;7223;1996-08-06;858060;J;;
1;5988;4476;20;8586;8;8586;Engishofen;Engishofen;TG;1;;7223;1996-03-06;858060;J;;
1;5989;4476;20;8586;9;8586;Ennetaach;Ennetaach;TG;1;;7223;1996-03-06;858060;J;;
1;5995;4590;20;8553;5;8553;Eschikofen;Eschikofen;TG;1;;4808;1999-06-14;850060;J;;
1;6002;4651;20;8274;2;8274;Gottlieben;Gottlieben;TG;1;;4631;1999-10-21;827400;J;;
1;6004;4681;20;8585;8;8585;Herrenhof;Herrenhof;TG;1;;7223;1998-02-16;858060;J;;
1;6005;4701;20;8564;3;8564;Sonterswil;Sonterswil;TG;1;;7442;1998-08-17;856400;J;;
1;6006;4711;20;9562;2;9562;Buch b. Märwil;Buch b. Märwil;TG;1;;5446;1996-03-06;956200;J;;
1;6013;4821;20;8537;2;8537;Uerschhausen;Uerschhausen;TG;1;;4808;1998-04-14;850060;J;;
1;6014;4841;20;8505;2;8505;Dettighofen;Dettighofen;TG;1;;4808;1999-11-16;850060;J;;
1;6021;4901;20;8585;9;8585;Birwinken;Birwinken;TG;1;;7223;1996-03-06;858060;J;;
1;6025;4911;20;8575;1;8575;Istighofen;Istighofen;TG;1;;4888;1996-03-06;857500;J;;
1;6028;4951;20;8556;2;8556;Engwang;Engwang;TG;1;;4857;1996-03-06;855500;J;;
1;6030;5049;20;6720;2;6720;Ghirone;Ghirone;TI;3;;3724;1995-12-18;671701;J;;
1;6031;5048;20;6724;2;6724;Largario;Largario;TI;3;;3724;1995-12-18;671701;J;;
1;6033;5192;20;6963;2;6963;Cureggia;Cureggia;TI;3;;8027;1999-07-21;696360;J;;
1;6034;5189;20;6814;2;6814;Lamone;Lamone;TI;3;;6034;1989-06-01;681402;J;;
1;6035;6056;20;3995;2;3995;Ausserbinn;Ausserbinn;VS;1;;2426;1996-09-02;398400;J;;
1;6036;6056;20;3995;3;3995;Mühlebach (Goms);Mühlebach (Goms);VS;1;;2426;1996-09-02;398400;J;;
1;6037;6077;20;3989;2;3989;Ritzingen;Ritzingen;VS;1;;2426;1998-08-01;398400;J;;
1;6038;6077;20;3989;3;3989;Selkingen;Selkingen;VS;1;;2426;1996-09-19;398400;J;;
1;6042;6172;20;3983;2;3983;Bister;Bister;VS;1;;5495;1996-09-02;390060;J;;
1;6046;6204;10;3940;0;3940;Steg VS;Steg VS;VS;1;;8441;1996-09-02;394001;J;;
1;6047;7006;20;9498;0;9498;Planken;Planken;FL;1;;8233;1995-09-07;949460;J;;
1;6050;717;20;2735;4;2735;Malleray;Malleray;BE;2;;1523;1996-11-05;273200;J;;
1;6051;2130;20;1653;2;1653;Crésuz;Crésuz;FR;2;;831;1996-09-03;163500;J;;
1;6052;2152;20;1626;2;1626;Treyfayes;Treyfayes;FR;2;;7403;1996-09-03;163060;J;;
1;6055;6810;20;2953;3;2953;Pleujouse;Pleujouse;JU;2;;1601;1996-09-13;295000;J;;
1;6059;6058;20;3984;2;3984;Fieschertal;Fieschertal;VS;1;;2426;1996-09-02;398400;J;;
1;6063;4590;20;8553;4;8553;Hüttlingen;Hüttlingen;TG;1;;4808;1999-06-14;850060;J;;
1;6067;57;10;8427;2;8427;Freienstein;Freienstein;ZH;1;;7234;1996-08-02;842460;J;;
1;6068;68;20;8427;3;8427;Rorbas;Rorbas;ZH;1;;7234;1996-08-02;842460;J;;
1;6125;6253;20;3963;4;3963;Aminona;Aminona;VS;2;;7257;1989-09-01;396360;J;;
1;6127;1058;20;6005;2;6000;St. Niklausen LU;St. Niklausen LU;LU;1;;3202;1989-09-01;600060;J;;
1;6130;5178;20;6995;2;6995;Madonna del Piano;Madonna del Piano;TI;3;;9009;1989-09-01;698701;J;;
1;6141;1701;30;6341;0;6340;Baar;Baar;ZG;1;;6141;1996-06-10;634100;;;
1;6148;2029;20;1774;2;1774;Montagny-les-Monts;Montagny-les-Monts;FR;2;;5805;1996-09-05;175402;J;;
1;6155;5464;20;1585;2;1585;Bellerive VD;Bellerive VD;VD;2;;7660;1996-09-04;158060;J;;
1;6156;6487;20;2052;2;2052;La Vue-des-Alpes;La Vue-des-Alpes;NE;2;;1311;1999-05-21;205200;J;;
1;6157;938;20;3656;2;3656;Ringoldswil;Ringoldswil;BE;1;;2150;1990-01-01;365400;J;;
1;6179;1094;40;6207;2;6207;Nottwil SPZ;Nottwil Paraplegikerzentrum;LU;1;;3342;1995-12-07;620300;;;
1;6192;5566;20;1428;1;1428;Provence;Provence;VD;2;;658;1991-04-17;144500;J;;
1;6203;5113;20;6600;4;6600;Solduno;Solduno;TI;3;;3621;1995-12-06;660060;J;;
1;6204;2206;80;1723;2;1723;Marly Grand Pré;Marly Grand Pré;FR;2;;926;1996-09-05;170060;;;
1;6218;1322;20;8832;2;8832;Wilen b. Wollerau;Wilen b. Wollerau;SZ;1;;7277;1996-08-06;882060;J;;
1;6219;2174;30;1754;5;1754;Avry-Centre FR;Avry-Centre FR;FR;2;;6219;1996-09-05;175405;;;
1;6221;2029;20;1775;2;1775;Mannens;Mannens;FR;2;;5805;1996-09-05;175402;J;;
1;6222;2029;20;1775;3;1775;Grandsivaz;Grandsivaz;FR;2;;5805;1996-09-05;175402;J;;
1;6227;6;20;8926;3;8926;Uerzlikon;Uerzlikon;ZH;1;;5148;1992-09-23;891500;J;;
1;6230;5633;20;1026;3;1026;Echandens;Echandens;VD;2;;6256;1998-08-01;111060;J;;
1;6231;5724;80;1260;76;1260;Nyon car postal;Nyon car postal La Côte-Ju;VD;2;;473;1996-02-26;126060;;;
1;6234;6002;80;3900;76;3900;Brig Postauto;Brig Postauto Oberwallis;VS;1;;5495;1996-09-02;390060;;;
1;6236;4566;80;8500;76;8500;Frauenfeld Pauto;Frauenfeld Postauto TG-SH;TG;1;;4808;1996-08-06;850060;;;
1;6237;4021;20;5405;2;5405;Dättwil AG;Dättwil AG;AG;1;;6237;1993-12-23;540502;J;;
1;6241;1707;20;6343;2;6343;Buonas;Buonas;ZG;1;;8452;1996-03-04;633160;J;;
1;6258;956;20;3415;3;3415;Rüegsauschachen;Rüegsauschachen;BE;1;;7675;1993-02-04;341560;J;;
1;6274;2455;20;4571;1;4571;Lüterkofen;Lüterkofen;SO;1;;2716;1996-09-13;450060;J;;
1;6284;261;40;8071;0;8000;Zürich CS PZ;Zürich CS PZ;ZH;1;;4393;1996-12-13;801000;;;
1;6287;351;40;3040;0;3040;Bern Verarb.zentr.;Bern Verarbeitungszentrum;BE;1;;9859;1995-09-20;301762;;;
1;6293;1632;40;8759;0;8759;Netstal;Netstal;GL;1;;5027;1997-02-24;875500;;;
1;6295;3203;40;9020;0;9000;St. Gallen;St. Gallen;SG;1;;5204;1996-04-11;900100;;;
1;6356;6630;80;1215;2;1217;Genève ICC OLS;Genève ICC OLS;GE;2;;422;1994-05-03;121568;;;
1;6357;6266;30;1950;4;1950;Sion 4;Sion 4;VS;2;;6357;1996-08-06;195004;;;
1;6365;3203;40;9026;0;9000;St. Gallen K AG;St. Gallen Künzler AG;SG;1;;5219;1993-12-28;901500;;;
1;6386;6089;80;1988;0;1988;Thyon-Les Collons;Thyon-Les Collons;VS;2;;1225;1996-08-06;198700;;;
1;6389;4062;80;8965;2;8965;Berikon 2 Dorf;Berikon 2 Dorf;AG;1;;7696;1995-12-07;896560;;;
1;6390;4062;80;8965;1;8965;Berikon-Widen;Berikon-Widen;AG;1;;7696;1995-12-07;896560;;;
1;6412;4143;30;5046;0;5046;Schmiedrued-Walde;Schmiedrued-Walde;AG;1;;6412;1995-12-07;504600;;;
1;6413;1054;30;6031;0;6031;Ebikon;Ebikon;LU;1;;6413;1994-09-28;603100;;;
1;6418;1407;30;6061;0;6060;Sarnen 1;Sarnen 1;OW;1;;6418;1995-08-30;606100;;;
1;6422;62;80;8302;75;8302;Kloten Kaserne;Kloten Kaserne;ZH;1;;6381;2003-01-01;815260;;;
1;6429;5192;80;6900;7;6900;Lugano Loreto;Lugano Loreto;TI;3;;3848;2003-02-01;690100;;;
1;6430;5192;30;6907;0;6900;Lugano 7 Caselle;Lugano 7 Loreto Caselle;TI;3;;6430;1996-06-10;690700;;;
1;6431;6621;40;1240;0;1240;Genève;Genève;GE;2;;8490;2004-05-01;801053;;;
1;6444;3215;30;9401;0;9401;Rorschach;Rorschach;SG;1;;6444;1994-11-23;940100;;;
1;6449;4063;30;5620;1;5620;Bremgarten AG 1;Bremgarten AG 1;AG;1;;6449;1995-12-07;562001;;;
1;6455;247;80;8010;50;8010;Zürich BZ;Zürich Briefzentrum;ZH;1;;6455;2007-01-01;801050;;;
1;6508;1407;80;6060;3;6060;Sarnen 2 Büntenp.;Sarnen 2 Büntenpark;OW;1;;7694;1995-03-14;606060;;;
1;6511;6266;20;1958;2;1958;Uvrier;Uvrier;VS;2;;1203;1996-08-06;195060;J;;
1;6519;3203;80;9014;60;9000;St. Gallen 14 Zust;St. Gallen 14 Zustellung;SG;1;;6519;1999-04-08;901460;;;
1;6526;3339;80;8730;76;8730;Uznach Postauto;Uznach Postauto Linth-SZ-GL;SG;1;;7700;1996-02-26;873060;;;
1;6527;3203;80;9001;76;9000;St. Gallen Postaut;St. Gallen Postauto SG-Azel;SG;1;;5204;1998-04-14;900100;;;
1;6549;2541;20;4524;2;4524;Balmberg;Balmberg;SO;1;;2730;1996-09-12;452300;J;;
1;6555;5120;30;6602;0;6600;Muralto;Muralto;TI;3;;6555;1995-12-18;660200;;;
1;6562;5210;80;6900;2;6900;Lugano 2;Lugano 2;TI;3;;3837;2003-02-01;690060;;;
1;6564;5113;80;6600;5;6600;Locarno 4 Solduno;Locarno 4 Solduno;TI;3;;3621;2008-12-01;660060;;;
1;6575;5192;80;6900;6;6900;Lugano 6;Lugano 6;TI;3;;3855;2003-02-01;690600;;;
1;6586;5406;20;1892;1;1892;Lavey-les-Bains;Lavey-les-Bains;VD;2;;1136;1996-09-03;189000;J;;
1;6587;751;20;2575;1;2575;Gerolfingen;Gerolfingen;BE;1;;1477;1999-02-22;257500;J;;
1;6591;2964;30;8260;2;8260;Stein am Rhein 2;Stein am Rhein 2 Stadt;SH;1;;6591;1997-10-23;826002;;;
1;6602;5938;80;1400;75;1400;Yverdon Caserne;Yverdon Caserne;VD;2;;6257;2003-01-01;140060;;;
1;6608;5009;80;6810;75;6810;Isone Caserma;Isone Caserma;TI;3;;3805;2003-01-01;680500;;;
1;6614;5678;80;1510;75;1510;Moudon Caserne;Moudon Caserne;VD;2;;7661;2003-01-01;151060;;;
1;6615;6217;80;1890;75;1890;St-Maurice Caserne;St-Maurice Caserne;VS;2;;1136;2003-01-01;189000;;;
1;6616;6266;80;1950;75;1950;Sion Caserne;Sion Caserne;VS;2;;1203;2003-01-01;195060;;;
1;6617;992;80;3380;75;3380;Wangen Kaserne;Wangen a. A. Kaserne;BE;1;;2837;2003-01-01;338000;;;
1;6621;5425;80;1145;75;1145;Bière Caserne;Bière Caserne;VD;2;;290;2003-01-01;114300;;;
1;6625;261;40;8086;0;8000;Zürich R Digest;Zürich Reader's Digest;ZH;1;;4425;1996-12-16;802102;;;
1;6628;2125;80;1630;1;1630;Bulle 1;Bulle 1;FR;2;;7403;1996-12-16;163060;;;
1;6630;1201;30;6460;1;6460;Altdorf UR 1;Altdorf UR 1;UR;1;;6630;1998-09-10;646001;;;
1;6670;261;40;8085;0;8000;Zürich Versich.;Zürich Versicherung;ZH;1;;6670;1997-03-21;808500;;;
1;6675;6461;20;2075;1;2075;Thielle;Thielle;NE;2;1;7653;1997-03-21;207460;J;;
1;6786;2272;20;1721;1;1721;Misery;Misery;FR;2;;1037;1998-08-18;178400;J;;
1;7095;2197;80;1762;70;1762;Givisiez Dist Ba;Givisiez Dist Ba;FR;2;;7095;1998-11-23;176270;;;
1;7166;6628;80;1213;60;1213;Petit-Lancy Dist;Petit-Lancy Distribution;GE;2;;7166;2003-10-01;121360;;;
1;7169;6644;80;1290;60;1290;Versoix Dist;Versoix Distribution;GE;2;;7169;2003-05-01;129060;;;
1;7175;2546;80;2540;60;2540;Grenchen 1 Zust;Grenchen 1 Zustellung;SO;1;;7175;2002-05-01;254060;;;
1;7181;2407;80;4702;60;4702;Oensingen Zust;Oensingen Zustellung;SO;1;;7181;2003-05-01;470260;;;
1;7190;4254;80;4313;60;4313;Möhlin Zustellung;Möhlin Zustellung;AG;1;;7190;2003-05-01;431360;;;
1;7194;4040;80;8957;60;8957;Spreitenbach Zust;Spreitenbach Zustellung;AG;1;;7194;2003-10-01;895760;;;
1;7198;4289;80;4800;60;4800;Zofingen Zust;Zofingen Zustellung;AG;1;;7198;2003-05-01;480060;;;
1;7204;1024;80;6020;60;6020;Emmenbrücke 1 Zust;Emmenbrücke 1 Zustellung;LU;1;;7204;2003-11-01;602060;;;
1;7209;1059;80;6010;60;6010;Kriens 2 Zust;Kriens 2 Zustellung;LU;1;;7209;2000-09-11;601060;;;
1;7218;1151;80;6130;60;6130;Willisau Zust;Willisau Zustellung;LU;1;;7218;2003-09-01;613060;;;
1;7219;6153;80;1870;60;1870;Monthey 1 Dist;Monthey 1 Distribution;VS;2;;7219;2003-05-01;187060;;;
1;7222;2;80;8910;60;8910;Affoltern a.A.Zust;Affoltern am A. Zustellung;ZH;1;;7222;2003-05-01;891060;;;
1;7240;5757;80;1350;60;1350;Orbe Distribution;Orbe Distribution;VD;2;;7240;2003-07-01;135060;;;
1;7242;154;80;8700;60;8700;Küsnacht ZH Zust;Küsnacht ZH Zustellung;ZH;1;;7242;2003-10-01;870060;;;
1;7248;5591;80;1020;60;1020;Renens VD 1 Dist;Renens VD 1 Distribution;VD;2;;7248;2003-10-01;102060;;;
1;7253;177;80;8330;60;8330;Pfäffikon ZH Zust;Pfäffikon ZH Zustellung;ZH;1;;7253;2003-02-01;833060;;;
1;7269;563;80;3714;60;3714;Frutigen Zust;Frutigen Zustellung;BE;1;;7269;2003-07-01;371460;;;
1;7272;356;80;3073;60;3073;Gümligen Zust;Gümligen Zustellung;BE;1;;7272;2003-11-01;307360;;;
1;7277;293;80;8820;60;8820;Wädenswil Zust;Wädenswil Zustellung;ZH;1;;7277;2003-07-01;882060;;;
1;7280;69;80;8304;60;8304;Wallisellen Zust;Wallisellen Zustellung;ZH;1;;7280;2003-10-01;830460;;;
1;7291;412;80;3422;60;3422;Kirchberg BE Zust;Kirchberg BE Zustellung;BE;1;;7291;2003-09-01;342260;;;
1;7318;5254;80;6850;60;6850;Mendrisio Dist;Mendrisio Distribuzione;TI;3;;7318;2003-10-01;685060;;;
1;7322;616;80;3110;60;3110;Münsingen Zust;Münsingen Zustellung;BE;1;;7322;2003-04-01;311060;;;
1;7333;627;80;3076;60;3076;Worb Zustellung;Worb Zustellung;BE;1;;7333;2003-04-01;307660;;;
1;7353;2422;80;4710;60;4710;Balsthal Zust;Balsthal Zustellung;SO;1;;7353;2003-09-01;471060;;;
1;7359;2519;80;4563;60;4563;Gerlafingen Zust;Gerlafingen Zustellung;SO;1;;7359;2003-03-01;456360;;;
1;7369;4095;80;5200;60;5200;Brugg AG 1 Zust;Brugg AG 1 Zustellung;AG;1;;7369;2004-12-01;520060;;;
1;7371;5728;30;1274;0;1274;Signy-Centre;Signy-Centre;VD;2;;7371;1997-10-22;127400;;;
1;7375;1061;80;6000;31;6000;Luzern 31;Luzern 31;LU;1;;3202;1997-12-15;600060;;;
1;7377;6623;80;1211;90;1211;Genève 5 Dépôt;Genève 5 Dépôt;GE;2;;6516;1998-03-02;121105;;;
1;7394;5480;80;1310;70;1310;Daillens Dist Ba;Daillens Dist Ba;VD;2;;7394;1998-11-23;131070;;;
1;7395;5480;80;1310;0;1310;Daillens Centre Co;Daillens Centre Colis;VD;2;;9490;1998-10-30;130560;;;
1;7402;5822;80;1530;60;1530;Payerne Dist;Payerne Distribution;VD;2;;726;2003-07-01;153200;;;
1;7419;261;40;8098;0;8098;Zürich;Zürich;ZH;1;;7419;2000-03-29;809800;;;
1;7420;5728;20;1274;1;1274;Signy;Signy;VD;2;;484;1998-12-16;127600;J;;
1;7439;3233;80;9442;70;9442;Berneck Dist Ba;Berneck Dist Ba;SG;1;;7439;1998-11-23;944270;;;
1;7442;4701;10;8564;0;8564;Hefenhausen;Hefenhausen;TG;1;;7442;1998-10-30;856400;J;;
1;7444;4901;20;8586;10;8586;Buch b. Kümmertshs;Buch b. Kümmertshausen;TG;1;;7223;1999-11-22;858060;J;;
1;7449;5486;20;1148;3;1148;Villars-Bozon;Villars-Bozon;VD;2;;290;1998-10-27;114300;J;;
1;7459;1630;80;8867;70;8867;Niederurnen D. Hub;Niederurnen Dist Hub;GL;1;;7459;1999-04-06;886770;;;
